Date,Region,Category,Product,Quantity,Price,Discount,Sales,Profit,CustomerAge,Rating,Month,Quarter,ProfitMargin,AgeGroup
2023-04-23,North,Home & Kitchen,Cookware Set,5,163.22,0.0,816.1,187.3,52.0,3.0,April,Q2,22.95,51-70
2023-03-22,Central,Food & Beverages,Juice,12,10.49,0.15,107.0,19.3,60.0,4.0,March,Q1,18.04,51-70
2023-01-04,East,Sports,Yoga Mat,4,113.25,0.2,362.4,51.42,34.0,4.0,January,Q1,14.19,26-35
2023-11-19,East,Sports,Running Shoes,19,130.73,0.05,2359.68,140.18,56.0,5.0,November,Q4,5.94,51-70
2023-09-24,East,Home & Kitchen,Toaster,16,182.63,0.15,2483.77,438.66,60.0,4.0,September,Q3,17.66,51-70
2023-11-14,South,Sports,Tennis Racket,12,94.07,0.0,738.06,78.94,37.0,3.0,November,Q4,10.7,36-50
2023-01-15,West,Home & Kitchen,Cookware Set,17,89.36,0.15,1291.25,298.46,45.0,5.0,January,Q1,23.11,36-50
2023-06-18,North,Food & Beverages,Snacks,1,18.75,0.2,15.0,4.36,58.0,4.0,June,Q2,29.07,51-70
2023-09-25,North,Home & Kitchen,Toaster,10,103.71,0.05,738.06,340.11,43.0,2.0,September,Q3,46.08,36-50
2023-12-08,East,Food & Beverages,Protein Bar,8,21.54,0.2,738.06,33.14,54.0,4.0,December,Q4,4.49,51-70
2023-05-05,North,Electronics,Smartwatch,1,457.36,0.05,434.49,145.62,22.0,5.0,May,Q2,33.52,18-25
2024-04-07,Central,Food & Beverages,Coffee,14,26.01,0.0,364.14,65.29,63.0,3.0,April,Q2,17.93,51-70
2024-04-16,East,Sports,Yoga Mat,11,63.96,0.0,703.56,126.03,46.0,4.0,April,Q2,17.91,36-50
2023-03-03,East,Food & Beverages,Juice,1,26.0,0.1,23.4,3.34,50.0,5.0,March,Q1,14.27,36-50
2023-07-03,West,Clothing,Jacket,9,85.04,0.0,765.36,40.03,61.0,2.0,July,Q3,5.23,51-70
2024-04-26,East,Sports,Tennis Racket,15,58.23,0.1,738.06,124.64,59.0,3.0,April,Q2,16.89,51-70
2023-07-04,East,Sports,Bicycle,1,116.73,0.0,116.73,35.15,37.0,4.0,July,Q3,30.11,36-50
2023-02-19,South,Food & Beverages,Protein Bar,13,21.46,0.0,278.98,47.18,24.0,5.0,February,Q1,16.91,18-25
2023-12-09,East,Clothing,Shoes,6,66.0,0.15,336.6,45.21,53.0,4.0,December,Q4,13.43,51-70
2024-02-02,East,Clothing,Dress,2,33.94,0.2,54.3,10.05,45.0,4.0,February,Q1,18.51,36-50
2023-05-22,North,Home & Kitchen,Blender,9,139.98,0.05,1196.83,110.82,62.0,1.0,May,Q2,9.26,51-70
2023-12-06,East,Home & Kitchen,Blender,5,215.59,0.2,862.36,262.24,34.0,5.0,December,Q4,30.41,26-35
2023-01-17,South,Sports,Running Shoes,1,113.59,0.05,107.91,14.73,39.0,4.0,January,Q1,13.65,36-50
2023-11-11,West,Home & Kitchen,Cookware Set,8,140.55,0.15,955.74,115.86,41.0,5.0,November,Q4,12.12,36-50
2023-09-13,North,Clothing,Jacket,3,82.29,0.15,209.84,42.68,55.0,5.0,September,Q3,20.34,51-70
2023-10-24,North,Electronics,Smartwatch,3,695.35,0.1,1877.45,251.17,54.0,3.0,October,Q4,13.38,51-70
2023-07-26,North,Food & Beverages,Protein Bar,9,16.63,0.15,127.22,32.92,26.0,4.0,July,Q3,25.88,26-35
2024-04-20,South,Home & Kitchen,Toaster,10,105.36,0.05,1000.92,261.92,34.0,4.0,April,Q2,26.17,26-35
2023-03-21,East,Home & Kitchen,Blender,6,167.57,0.1,904.88,184.33,28.0,3.0,March,Q1,20.37,26-35
2024-05-02,South,Food & Beverages,Tea,11,13.49,0.2,118.71,27.91,18.0,4.0,May,Q2,23.51,18-25
2023-08-27,East,Sports,Tennis Racket,14,127.7,0.2,1430.24,140.18,63.0,3.0,August,Q3,9.8,51-70
2023-11-10,North,Clothing,Shoes,15,81.72,0.2,980.64,330.0,32.0,3.0,November,Q4,33.65,26-35
2023-05-11,South,Home & Kitchen,Toaster,1,208.58,0.1,187.72,140.18,49.0,4.0,May,Q2,74.68,36-50
2023-08-06,North,Clothing,T-Shirt,7,42.79,0.2,239.62,71.54,43.0,2.0,August,Q3,29.86,36-50
2023-10-05,North,Sports,Running Shoes,8,64.93,0.15,441.52,96.22,27.0,5.0,October,Q4,21.79,26-35
2023-12-07,West,Electronics,Headphones,4,405.92,0.1,1380.13,437.54,28.0,3.0,December,Q4,31.7,26-35
2023-10-30,Central,Sports,Yoga Mat,3,141.01,0.0,423.03,94.41,24.0,5.0,October,Q4,22.32,18-25
2023-05-12,South,Electronics,Smartwatch,8,400.22,0.1,2881.58,464.95,29.0,5.0,May,Q2,16.14,26-35
2023-03-12,North,Clothing,Shoes,15,61.54,0.1,830.79,266.57,28.0,4.0,March,Q1,32.09,26-35
2023-11-25,North,Clothing,Jeans,6,67.96,0.0,407.76,127.68,49.0,5.0,November,Q4,31.31,36-50
2024-03-01,Central,Home & Kitchen,Vacuum,3,197.55,0.15,503.75,119.83,34.0,4.0,March,Q1,23.79,26-35
2023-06-03,West,Sports,Running Shoes,15,94.13,0.05,1341.35,258.79,41.0,5.0,June,Q2,19.29,36-50
2023-01-08,North,Home & Kitchen,Toaster,4,77.68,0.2,248.58,49.23,39.0,4.0,January,Q1,19.8,36-50
2023-05-16,East,Home & Kitchen,Vacuum,6,152.59,0.2,732.43,140.18,24.0,4.0,May,Q2,19.14,18-25
2024-03-23,East,Clothing,Jacket,18,80.33,0.15,1229.05,113.33,48.0,4.0,March,Q1,9.22,36-50
2023-03-06,West,Clothing,Jacket,11,71.13,0.15,665.07,222.34,38.0,2.0,March,Q1,33.43,36-50
2023-05-17,North,Clothing,T-Shirt,18,58.89,0.05,1007.02,155.73,43.0,3.0,May,Q2,15.46,36-50
2023-07-25,North,Food & Beverages,Juice,13,11.54,0.0,150.02,8.07,29.0,4.0,July,Q3,5.38,26-35
2023-04-05,North,Home & Kitchen,Blender,13,188.14,0.1,2201.24,303.87,36.0,4.0,April,Q2,13.8,36-50
2024-05-11,North,Home & Kitchen,Toaster,13,211.55,0.15,2337.63,355.74,37.0,4.0,May,Q2,15.22,36-50
2023-01-18,North,Sports,Tennis Racket,14,89.74,0.15,1067.91,364.65,28.0,4.0,January,Q1,34.15,26-35
2023-05-10,Central,Home & Kitchen,Blender,18,101.54,0.2,1462.18,435.43,47.0,3.0,May,Q2,29.78,36-50
2024-02-08,North,Home & Kitchen,Blender,8,155.96,0.0,1247.68,140.18,43.0,3.0,February,Q1,11.24,36-50
2023-11-06,East,Sports,Yoga Mat,8,140.45,0.1,1067.42,307.7,30.0,5.0,November,Q4,28.83,26-35
2024-05-09,Central,Home & Kitchen,Vacuum,7,190.92,0.15,1135.97,193.72,48.0,3.0,May,Q2,17.05,36-50
2023-03-20,East,Sports,Dumbbells,18,95.89,0.15,1467.12,230.84,40.0,4.0,March,Q1,15.73,36-50
2023-03-02,North,Clothing,Jeans,19,65.78,0.05,1187.33,151.13,55.0,5.0,March,Q1,12.73,51-70
2023-05-06,Central,Electronics,Headphones,7,830.27,0.05,738.06,394.85,67.0,5.0,May,Q2,53.5,51-70
2023-12-20,South,Clothing,Jeans,4,61.06,0.0,244.24,55.14,43.0,4.0,December,Q4,22.58,36-50
2024-04-04,East,Food & Beverages,Protein Bar,6,23.94,0.1,129.28,29.07,66.0,4.0,April,Q2,22.49,51-70
2023-05-20,South,Clothing,Jacket,12,56.75,0.2,544.8,166.81,30.0,3.0,May,Q2,30.62,26-35
2023-06-17,South,Food & Beverages,Coffee,17,11.51,0.0,738.06,27.39,28.0,5.0,June,Q2,3.71,26-35
2023-02-22,North,Clothing,Dress,10,72.5,0.1,738.06,88.59,27.0,3.0,February,Q1,12.0,26-35
2023-08-11,South,Sports,Tennis Racket,12,83.84,0.2,804.86,118.74,32.0,3.0,August,Q3,14.75,26-35
2023-10-25,Central,Home & Kitchen,Toaster,2,182.94,0.15,311.0,34.25,49.0,5.0,October,Q4,11.01,36-50
2024-02-05,West,Home & Kitchen,Blender,16,165.84,0.1,2520.77,140.18,39.0,4.0,February,Q1,5.56,36-50
2023-03-11,Central,Sports,Tennis Racket,9,131.8,0.2,948.96,210.3,27.0,2.0,March,Q1,22.16,26-35
2024-05-10,Central,Clothing,Jeans,4,69.31,0.1,249.52,46.8,27.0,4.0,May,Q2,18.76,26-35
2023-01-24,North,Home & Kitchen,Air Fryer,16,169.99,0.1,2447.86,136.43,48.0,3.0,January,Q1,5.57,36-50
2024-03-19,South,Sports,Bicycle,15,50.16,0.0,752.4,40.42,33.0,4.0,March,Q1,5.37,26-35
2024-03-25,North,Sports,Yoga Mat,12,91.28,0.15,931.06,299.66,43.0,4.0,March,Q1,32.18,36-50
2024-01-07,North,Home & Kitchen,Toaster,7,95.15,0.0,666.05,147.07,51.0,5.0,January,Q1,22.08,51-70
2023-10-10,North,Clothing,Dress,15,82.65,0.0,1239.75,204.88,40.0,5.0,October,Q4,16.53,36-50
2023-11-18,East,Clothing,Shoes,1,63.98,0.15,54.38,14.18,40.0,4.0,November,Q4,26.08,36-50
2023-11-17,Central,Clothing,T-Shirt,18,63.05,0.15,964.66,140.18,56.0,2.0,November,Q4,14.53,51-70
2023-12-13,South,Home & Kitchen,Vacuum,18,82.96,0.1,1343.95,454.71,21.0,3.0,December,Q4,33.83,18-25
2023-03-31,East,Clothing,Jeans,15,53.06,0.2,636.72,84.44,59.0,2.0,March,Q1,13.26,51-70
2023-08-24,East,Food & Beverages,Coffee,8,20.18,0.0,738.06,44.97,29.0,3.0,August,Q3,6.09,26-35
2023-08-23,Central,Clothing,Jacket,16,39.06,0.1,624.96,161.09,42.0,4.0,August,Q3,25.78,36-50
2023-10-23,South,Home & Kitchen,Air Fryer,5,111.46,0.1,501.57,61.12,43.0,4.0,October,Q4,12.19,36-50
2023-03-17,North,Food & Beverages,Tea,19,21.5,0.1,367.65,85.75,44.0,3.0,March,Q1,23.32,36-50
2023-04-11,Central,Clothing,Shoes,8,46.4,0.1,296.96,76.12,56.0,4.0,April,Q2,25.63,51-70
2023-01-28,Central,Home & Kitchen,Cookware Set,12,181.19,0.1,1956.85,337.12,35.0,4.0,January,Q1,17.23,26-35
2023-11-01,West,Home & Kitchen,Blender,9,98.66,0.2,710.35,107.73,42.0,5.0,November,Q4,15.17,36-50
2023-09-03,South,Food & Beverages,Snacks,1,12.27,0.0,12.27,1.02,30.0,3.0,September,Q3,8.31,26-35
2023-07-01,South,Electronics,Smartphone,4,348.63,0.2,1115.62,332.47,54.0,4.0,July,Q3,29.8,51-70
2023-10-27,South,Clothing,Dress,19,67.94,0.0,1290.86,137.12,43.0,5.0,October,Q4,10.62,36-50
2023-06-12,North,Home & Kitchen,Air Fryer,15,143.3,0.1,1934.55,320.47,35.0,4.0,June,Q2,16.57,26-35
2023-07-20,North,Sports,Tennis Racket,15,91.33,0.2,1095.96,75.33,54.0,5.0,July,Q3,6.87,51-70
2023-08-01,East,Sports,Bicycle,19,138.59,0.0,2633.21,368.17,49.0,4.0,August,Q3,13.98,36-50
2023-10-29,Central,Sports,Yoga Mat,8,50.6,0.0,404.8,140.18,37.0,5.0,October,Q4,34.63,36-50
2024-01-02,East,Home & Kitchen,Air Fryer,13,107.33,0.0,1395.29,321.72,27.0,4.0,January,Q1,23.06,26-35
2024-01-27,West,Home & Kitchen,Vacuum,9,149.94,0.15,1147.04,100.3,56.0,2.0,January,Q1,8.74,51-70
2024-01-21,East,Clothing,Dress,4,86.23,0.0,344.92,65.12,37.0,4.0,January,Q1,18.88,36-50
2023-12-10,North,Clothing,T-Shirt,19,32.19,0.1,738.06,59.67,47.0,5.0,December,Q4,8.08,36-50
2023-04-01,South,Electronics,Smartphone,1,382.13,0.1,343.92,71.0,43.0,4.0,April,Q2,20.64,36-50
2023-11-04,South,Food & Beverages,Protein Bar,11,15.0,0.0,165.0,33.26,30.0,4.0,November,Q4,20.16,26-35
2024-04-29,Central,Electronics,Laptop,2,671.17,0.0,738.06,206.97,52.0,4.0,April,Q2,28.04,51-70
2024-01-13,North,Clothing,Jeans,16,51.04,0.05,775.81,207.29,43.0,4.0,January,Q1,26.72,36-50
2023-01-20,West,Sports,Tennis Racket,11,72.9,0.0,801.9,246.59,50.0,4.0,January,Q1,30.75,36-50
2023-04-02,West,Electronics,Headphones,10,377.71,0.2,3021.68,179.15,43.0,3.0,April,Q2,5.93,36-50
2023-02-02,South,Electronics,Tablet,4,537.75,0.2,1720.8,398.77,49.0,1.0,February,Q1,23.17,36-50
2024-01-15,South,Sports,Tennis Racket,8,103.89,0.05,789.56,107.17,33.0,4.0,January,Q1,13.57,26-35
2023-05-23,East,Food & Beverages,Coffee,15,13.2,0.15,168.3,140.18,26.0,5.0,May,Q2,83.29,26-35
2023-06-22,West,Clothing,Dress,1,76.79,0.05,72.95,22.69,59.0,4.0,June,Q2,31.1,51-70
2023-01-12,Central,Food & Beverages,Coffee,3,19.22,0.1,51.89,15.11,19.0,4.0,January,Q1,29.12,18-25
2023-06-26,South,Sports,Running Shoes,1,131.39,0.0,131.39,36.88,31.0,5.0,June,Q2,28.07,26-35
2023-02-10,North,Sports,Bicycle,2,60.49,0.05,114.93,39.56,65.0,5.0,February,Q1,34.42,51-70
2023-12-14,West,Home & Kitchen,Vacuum,4,102.23,0.1,368.03,37.59,55.0,5.0,December,Q4,10.21,51-70
2023-09-14,South,Electronics,Laptop,14,362.47,0.2,738.06,243.4,18.0,4.0,September,Q3,32.98,18-25
2023-03-10,West,Clothing,Shoes,7,53.83,0.15,320.29,80.46,67.0,4.0,March,Q1,25.12,51-70
2023-01-01,East,Clothing,Dress,16,67.45,0.15,917.32,267.37,37.0,3.0,January,Q1,29.15,36-50
2023-02-17,East,Food & Beverages,Juice,2,11.46,0.1,19.48,2.25,22.0,4.0,February,Q1,11.55,18-25
2023-12-30,East,Clothing,Jacket,17,34.94,0.1,534.58,140.18,31.0,5.0,December,Q4,26.22,26-35
2024-01-29,North,Clothing,Jeans,8,53.86,0.2,344.7,46.06,45.0,3.0,January,Q1,13.36,36-50
2024-04-18,East,Clothing,Jacket,4,59.37,0.2,189.98,140.18,32.0,4.0,April,Q2,73.79,26-35
2024-01-01,Central,Food & Beverages,Coffee,17,17.65,0.0,300.05,45.64,55.0,3.0,January,Q1,15.21,51-70
2023-07-27,South,Sports,Tennis Racket,10,81.61,0.1,734.49,179.03,61.0,5.0,July,Q3,24.37,51-70
2023-09-15,North,Clothing,Shoes,12,79.48,0.0,953.76,91.79,40.0,2.0,September,Q3,9.62,36-50
2023-03-01,West,Food & Beverages,Coffee,2,12.21,0.15,20.76,5.11,43.0,4.0,March,Q1,24.61,36-50
2024-02-17,North,Home & Kitchen,Blender,8,105.11,0.0,840.88,212.78,62.0,3.0,February,Q1,25.3,51-70
2023-04-12,Central,Food & Beverages,Snacks,1,21.2,0.2,16.96,3.6,19.0,4.0,April,Q2,21.23,18-25
2023-04-24,East,Food & Beverages,Juice,14,20.09,0.1,253.13,84.17,28.0,4.0,April,Q2,33.25,26-35
2024-04-13,Central,Sports,Yoga Mat,12,54.47,0.05,620.96,100.97,30.0,4.0,April,Q2,16.26,26-35
2023-05-28,North,Home & Kitchen,Cookware Set,8,213.82,0.2,1368.45,472.19,40.0,1.0,May,Q2,34.51,36-50
2023-08-12,Central,Clothing,T-Shirt,7,71.76,0.0,502.32,57.95,32.0,4.0,August,Q3,11.54,26-35
2023-03-23,South,Clothing,Shoes,9,47.67,0.05,407.58,57.64,44.0,2.0,March,Q1,14.14,36-50
2023-07-24,South,Sports,Yoga Mat,14,56.58,0.0,738.06,235.04,32.0,3.0,July,Q3,31.85,26-35
2023-12-28,Central,Food & Beverages,Snacks,16,13.9,0.1,222.4,29.85,35.0,4.0,December,Q4,13.42,26-35
2024-01-12,Central,Clothing,Jacket,17,46.14,0.1,784.38,157.02,62.0,2.0,January,Q1,20.02,51-70
2023-11-29,West,Sports,Running Shoes,11,69.17,0.15,646.74,99.44,51.0,3.0,November,Q4,15.38,51-70
2023-06-24,West,Home & Kitchen,Air Fryer,5,163.95,0.05,778.76,226.88,55.0,5.0,June,Q2,29.13,51-70
2024-03-13,West,Clothing,Jeans,10,45.94,0.15,390.49,24.09,57.0,4.0,March,Q1,6.17,51-70
2023-09-01,Central,Home & Kitchen,Vacuum,17,205.6,0.2,2796.16,483.42,55.0,5.0,September,Q3,17.29,51-70
